id,promotion_id,titre,url,ville,region,quartier,adresse,type_bien,standing,statut_construction,date_livraison,prix,prix_text,prix_type,prix_m2,surface,surface_text,nombre_pieces,nombre_chambres,nombre_sdb,description_courte,description_complete,caracteristiques,equipements,equipements_complets,images,images_completes,video_url,video_id,videos_completes,has_video,plans,logo_agence,nom_agence,caracteristiques_detaillees,localisation_exacte,informations_promotion,conditions_vente,promoteur_info,contact_info,date_scraping,page_source,is_valid
3099,3099,Résidence FLAVA aux Jardin de Cartha...,https://www.mubawab.tn/fr/p/3099/details,Carthage,,Jardins de Carthage,Les Jardins de Carthage à Le Kram,Résidence,Haut standing,En cours de construction,,0,Prix à consulter,À consulter,0,0,,0,0,0,Résidence FLAVA aux Jardin de Cartha...,Écoles Hôpitaux,Jardin,,Terrasse; Jardin; Hammam; Piscine; Spa; Jacuzzi; Salle de sport,https://www.mubawab-media.com/promotion/3/099F/logo/s/11_6159258.avif; https://www.mubawab-media.com/promotion/3/099F/pictures/h/FACADE%20FLAVA_81595069.avif,https://www.mubawab-media.com/promotion/3/099F/pictures/h/FACADE%20FLAVA_81595069.avif; https://www.mubawab-media.com/promotion/3/099F/pictures/h/FLAVA_81595070.avif; https://www.mubawab-media.com/promotion/3/099F/pictures/h/BLOC%20B_81595071.avif; https://www.mubawab-media.com/promotion/3/099F/pictures/h/FLAVA1_81595072.avif; https://www.mubawab-media.com/promotion/3/099F/pictures/h/ENTRE%20BLOC_81595073.avif; https://www.mubawab-media.com/promotion/3/099F/pictures/h/ASC%20FLAVA_81595074.avif; https://www.mubawab-media.com/promotion/3/099F/pictures/h/HAMMAM_81595075.avif; https://www.mubawab-media.com/promotion/3/099F/pictures/h/SALLE%20DE%20SPORT_81595076.avif; https://www.mubawab-media.com/promotion/3/099F/pictures/h/SALLE%20SOCIALE_81595077.avif,,,https://www.youtube.com/embed/Mxxegle6mF8?wmode=opaque&rel=0; https://www.youtube.com/watch?v=Mxxegle6mF8,False,,https://www.mubawab-media.com/promotion/3/099F/logo/s/11_6159258.avif,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:56:11.148372,search,True
4452,4452,MONACO  Le luxe urbain à Chotrana 1...,https://www.mubawab.tn/fr/p/4452/details,,,Chotrana 1,Chotrana 1 à La Soukra,Résidence,Haut standing,En cours de construction,,0,Prix à consulter,À consulter,0,0,,0,0,0,MONACO  Le luxe urbain à Chotrana 1...,Écoles Hôpitaux,,,Spa; Salle de sport,https://www.mubawab-media.com/business/12/892F/s/274714983_354803143319249_7699867030190598734_n_80715666.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/1A_80715205.avif,https://www.mubawab-media.com/promotion/4/452F/pictures/h/1A_80715205.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/1B_80715206.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/1C_80715207.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/1D_80715208.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/1E_80715209.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/2A_80715210.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/2B_80715211.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/2C_80715212.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/2D_80715213.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/3A_80715214.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/3B_80715215.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/4A_80715216.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/4B_80715217.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/4C_80715218.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/4D_80715219.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/5A_80715220.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/5B_80715221.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/5D_80715222.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/5E_80715223.avif; https://www.mubawab-media.com/promotion/4/452F/pictures/h/5F_80715224.avif,,,https://www.youtube.com/embed/6HSePSVlZ60?wmode=opaque&rel=0; https://www.youtube.com/watch?v=6HSePSVlZ60,False,,,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:56:11.162661,search,True
4524,4524,Résidence Le CÉSAR aux Jardins dEl...,https://www.mubawab.tn/fr/p/4524/details,Ariana,,Jardins d'El Menzah 2,Les Jardins d'El Menzah 2 à Ariana Ville,Résidence,Haut standing,Finalisé,,312000.0,"À partir de 
							312 000 TND",À partir de,117.20510894064613,2662.0,2 662 m²,0,0,0,Résidence Le CÉSAR aux Jardins dEl...,Écoles Hôpitaux,Jardin,,Climatisation; Parking; Isolation; Jardin; Piscine; Ascenseur; Chauffage; Spa; Double vitrage; Salle de sport; Sécurité,https://www.mubawab-media.com/promotion/4/524F/logo/s/482317993_1160163236114375_8002065167763758614_n_81358988.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/PH%203_81363485.avif,https://www.mubawab-media.com/promotion/4/524F/pictures/h/PH%203_81363485.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/Le%20cesar_81363484.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/PH%202_81363486.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/PH%204_81363487.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/PH%205_81363488.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/Ph1_81363489.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/PH%206_81363490.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/A11_page-0001_81363491.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/A12_page-0001_81363492.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/A13_page-0001_81363493.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/B22_page-0001_81363494.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/B23_page-0001_81363495.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/B24_page-0001_81363496.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/B25_page-0001_81363497.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/B26_page-0001_81363498.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/C36_page-0001_81363499.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/C41_page-0001_81363500.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/C42_page-0001_81363501.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/C43_page-0001_81363502.avif; https://www.mubawab-media.com/promotion/4/524F/pictures/h/C44_page-0001_81363503.avif,,,https://www.youtube.com/embed/SDwmMezZLws?wmode=opaque&rel=0; https://www.youtube.com/watch?v=SDwmMezZLws,False,,https://www.mubawab-media.com/promotion/4/524F/logo/s/482317993_1160163236114375_8002065167763758614_n_81358988.avif,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:56:11.176253,search,True
4508,4508,Résidence Canopée  Chotrana 1,https://www.mubawab.tn/fr/p/4508/details,,,Chotrana 1,Chotrana 1 à La Soukra,Résidence,Haut standing,En cours de construction,,460000.0,"À partir de 
							460 000 TND",À partir de,0,0,,0,0,0,"Haut standing, En cours de construction",Écoles Hôpitaux,,,Parking; Ascenseur; Spa,https://www.mubawab-media.com/promotion/4/508F/logo/s/logo%20%289%29_81217300.avif,https://www.mubawab-media.com/promotion/4/508F/pictures/h/PosterScene%209_81217294.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/PHOTO-2025-07-03-19-57-07%202_81217295.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/WhatsApp%20Image%202026-01-26%20at%2009.59.24%20%285%29_81842748.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/PosterNuit%201_1_81217296.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/PosterScene%206_81217297.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/PHOTO-2025-07-03-19-57-07%204_81217298.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/WhatsApp%20Image%202025-11-18%20at%2010.43.32%20%282%29_81430587.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/WhatsApp%20Image%202026-01-26%20at%2009.59.23%20%283%29_81842749.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/WhatsApp%20Image%202025-11-18%20at%2010.43.32_81430588.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/WhatsApp%20Image%202025-11-18%20at%2010.43.32%20%281%29_81430589.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/WhatsApp%20Image%202025-11-18%20at%2010.43.33%20%281%29_81430590.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/WhatsApp%20Image%202025-11-18%20at%2010.43.33_81430591.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/A12_81287505.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/A09_81287506.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/A05_81287507.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/A03_81287508.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/A2-6_81287509.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/A1-3_81287510.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/A26%20LES%20CHENES_81287511.avif; https://www.mubawab-media.com/promotion/4/508F/pictures/h/A1-8%20%282%29_page-0001_81430592.avif,,,,False,,https://www.mubawab-media.com/promotion/4/508F/logo/s/logo%20%289%29_81217300.avif,,"{""nombre_appartements"": ""31""}",{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:56:11.193090,search,True
3951,3951,Résidence The Pantheon- Ain zaghoua...,https://www.mubawab.tn/fr/p/3951/details,La Marsa,,Ain Zaghouan Nord,Ain Zaghouan Nord à La Marsa,Résidence,Haut standing,En cours de construction,,0,Prix à consulter,À consulter,0,0,,0,0,0,Résidence The Pantheon- Ain zaghoua...,Écoles Hôpitaux,,,Jardin; Piscine; Ascenseur; Spa; Salle de sport; Sécurité,https://www.mubawab-media.com/promotion/3/951F/logo/s/00_PAGE%20DE%20GARDE_62739694.avif; https://www.mubawab-media.com/promotion/3/951F/pictures/h/01-Cam02%208K%20Final%20black_81650994.avif,https://www.mubawab-media.com/promotion/3/951F/pictures/h/01-Cam02%208K%20Final%20black_81650994.avif; https://www.mubawab-media.com/promotion/3/951F/pictures/h/05final_81652086.avif; https://www.mubawab-media.com/promotion/3/951F/pictures/h/05-Cam4_81652087.avif; https://www.mubawab-media.com/promotion/3/951F/pictures/h/08-Pool_81650995.avif; https://www.mubawab-media.com/promotion/3/951F/pictures/h/Rendu%2002%20final_81650996.avif; https://www.mubawab-media.com/promotion/3/951F/pictures/h/Cam07%208K_81650997.avif; https://www.mubawab-media.com/promotion/3/951F/pictures/h/Cam26%208K_81652088.avif; https://www.mubawab-media.com/promotion/3/951F/pictures/h/Cam17_81652089.avif; https://www.mubawab-media.com/promotion/3/951F/pictures/h/IMG_2445_79378290.avif; https://www.mubawab-media.com/promotion/3/951F/pictures/h/IMG_2446_79378291.avif; https://www.mubawab-media.com/promotion/3/951F/pictures/h/SDB01_81652090.avif; https://www.mubawab-media.com/promotion/3/951F/pictures/h/SDB04_81652091.avif; https://www.mubawab-media.com/promotion/3/951F/pictures/h/SDB03_81652092.avif,,,https://www.youtube.com/embed/Q43wGGzpqas?wmode=opaque&rel=0; https://www.youtube.com/watch?v=Q43wGGzpqas,False,,https://www.mubawab-media.com/promotion/3/951F/logo/s/00_PAGE%20DE%20GARDE_62739694.avif,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:56:11.197084,search,True
4086,4086,Le projet immobilier Résidence Emna,https://www.mubawab.tn/fr/p/4086/details,Raoued,,Cité el Ghaze,Cité el Ghazela à Raoued,Résidence,Haut standing,Finalisé,,0,Prix à consulter,À consulter,0,0,,0,0,0,Le projet immobilier Résidence Emna,Écoles Hôpitaux,,,Terrasse; Spa,https://www.mubawab-media.com/promotion/4/086F/logo/s/logo-sticky-v1_77399985.avif,https://www.mubawab-media.com/promotion/4/086F/pictures/h/IMG_3236_77399981.avif; https://www.mubawab-media.com/promotion/4/086F/pictures/h/IMG_2652_77399982.avif; https://www.mubawab-media.com/promotion/4/086F/pictures/h/IMG_3226_77399983.avif; https://www.mubawab-media.com/promotion/4/086F/pictures/h/IMG_2665_77399984.avif,,,,False,,https://www.mubawab-media.com/promotion/4/086F/logo/s/logo-sticky-v1_77399985.avif,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:56:11.204137,search,True
2871,2871,Résidence Bousten 3 à la de la plage...,https://www.mubawab.tn/fr/p/2871/details,Hammamet,,,Hammamet,Résidence,Haut standing,En cours de construction,,280000.0,"À partir de 
							280 000 TND",À partir de,0,0,,0,0,0,Résidence Bousten 3 à la de la plage...,Écoles Hôpitaux,Hammam,,Hammam; Spa; Sécurité,https://www.mubawab-media.com/business/9/338F/s/client-logo_6803425_60766937.avif; https://www.mubawab-media.com/promotion/2/871F/pictures/h/Bousten%20%283%29_81344685.avif,https://www.mubawab-media.com/promotion/2/871F/pictures/h/Bousten%20%283%29_81344685.avif; https://www.mubawab-media.com/promotion/2/871F/pictures/h/9_14964860.avif; https://www.mubawab-media.com/promotion/2/871F/pictures/h/7cf67272-19e9-4772-8dae-99776cb8ed5f%20%281%29_81344686.avif; https://www.mubawab-media.com/promotion/2/871F/pictures/h/6_14964859.avif; https://www.mubawab-media.com/promotion/2/871F/pictures/h/3_14964861.avif; https://www.mubawab-media.com/promotion/2/871F/pictures/h/photo%20%2814%29_78990645.avif; https://www.mubawab-media.com/promotion/2/871F/pictures/h/photo%20%281%29_78990646.avif; https://www.mubawab-media.com/promotion/2/871F/pictures/h/4_14964858.avif; https://www.mubawab-media.com/promotion/2/871F/pictures/h/1_14964845.avif; https://www.mubawab-media.com/promotion/2/871F/pictures/h/2_59705475.avif,,,https://www.youtube.com/embed/m2IELNQdYAY?wmode=opaque&rel=0; https://www.youtube.com/watch?v=m2IELNQdYAY,False,,https://www.mubawab-media.com/business/9/338F/s/client-logo_6803425_60766937.avif,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:56:11.206132,search,True
4074,4074,The Village Essemble Residentiel à C...,https://www.mubawab.tn/fr/p/4074/details,,,Chotrana 2,Chotrana 2 à La Soukra,Villa,Haut standing,En cours de construction,,0,Prix à consulter,À consulter,0,0,,0,0,0,The Village Essemble Residentiel à C...,Écoles Hôpitaux,,,Climatisation; Parking; Piscine; Chauffage; Spa; Salle de sport,https://www.mubawab-media.com/promotion/4/074F/logo/s/411243593_663974315906437_4637364478165232268_n_76691300_81474852.avif,https://www.mubawab-media.com/promotion/4/074F/pictures/h/WhatsApp%20Image%202025-10-31%20at%2010.20.01%20%282%29_81486434.avif; https://www.mubawab-media.com/promotion/4/074F/pictures/h/WhatsApp%20Image%202025-10-31%20at%2010.20.00%20%281%29_81486435.avif; https://www.mubawab-media.com/promotion/4/074F/pictures/h/WhatsApp%20Image%202025-10-31%20at%2010.20.01%20%281%29_81486436.avif; https://www.mubawab-media.com/promotion/4/074F/pictures/h/WhatsApp%20Image%202025-09-29%20at%2012.57.54_81486450.avif; https://www.mubawab-media.com/promotion/4/074F/pictures/h/WhatsApp%20Image%202025-10-31%20at%2010.19.58_81486437.avif; https://www.mubawab-media.com/promotion/4/074F/pictures/h/WhatsApp%20Image%202025-10-31%20at%2010.19.59%20%282%29_81486438.avif; https://www.mubawab-media.com/promotion/4/074F/pictures/h/WhatsApp%20Image%202025-10-31%20at%2010.20.00%20%282%29_81486439.avif; https://www.mubawab-media.com/promotion/4/074F/pictures/h/WhatsApp%20Image%202025-10-31%20at%2010.20.01%20%283%29_81486440.avif; https://www.mubawab-media.com/promotion/4/074F/pictures/h/WhatsApp%20Image%202025-10-31%20at%2010.20.05%20%282%29_81486441.avif; https://www.mubawab-media.com/promotion/4/074F/pictures/h/WhatsApp%20Image%202025-10-31%20at%2010.20.07_81486442.avif; https://www.mubawab-media.com/promotion/4/074F/pictures/h/Pscv2_81486443.avif; https://www.mubawab-media.com/promotion/4/074F/pictures/h/SP1%20%281%29_81486444.avif; https://www.mubawab-media.com/promotion/4/074F/pictures/h/SP2_81486445.avif; https://www.mubawab-media.com/promotion/4/074F/pictures/h/thumb_831153_project_xlarge_81486446.avif; https://www.mubawab-media.com/promotion/4/074F/pictures/h/thumb_831156_project_xlarge_81486447.avif; https://www.mubawab-media.com/promotion/4/074F/pictures/h/thumb_831157_project_xlarge_81486448.avif; https://www.mubawab-media.com/promotion/4/074F/pictures/h/thumb_831163_project_xlarge_81486449.avif,,,,False,,https://www.mubawab-media.com/promotion/4/074F/logo/s/411243593_663974315906437_4637364478165232268_n_76691300_81474852.avif,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:56:11.210132,search,True
4392,4392,Résidence CLARGES à Jardin de Carth...,https://www.mubawab.tn/fr/p/4392/details,Carthage,,Jardins de Carthage,Les Jardins de Carthage à Le Kram,Résidence,Haut standing,En cours de construction,,375000.0,"À partir de 
							375 000 TND",À partir de,0,0,,0,0,0,Résidence CLARGES à Jardin de Carth...,Écoles Hôpitaux,Jardin,,Parking; Jardin; Ascenseur; Spa; Salle de sport,https://www.mubawab-media.com/promotion/4/392F/logo/s/WhatsApp%20Image%202025-05-15%20at%2008.57.11_80285658.avif; https://www.mubawab-media.com/promotion/4/392F/pictures/h/1_80285643.avif,https://www.mubawab-media.com/promotion/4/392F/pictures/h/1_80285643.avif; https://www.mubawab-media.com/promotion/4/392F/pictures/h/2_80285644.avif; https://www.mubawab-media.com/promotion/4/392F/pictures/h/4_80285645.avif; https://www.mubawab-media.com/promotion/4/392F/pictures/h/5_80285646.avif; https://www.mubawab-media.com/promotion/4/392F/pictures/h/6_80285647.avif; https://www.mubawab-media.com/promotion/4/392F/pictures/h/7_80285648.avif; https://www.mubawab-media.com/promotion/4/392F/pictures/h/8_80285649.avif; https://www.mubawab-media.com/promotion/4/392F/pictures/h/9_80285650.avif; https://www.mubawab-media.com/promotion/4/392F/pictures/h/10_80285651.avif; https://www.mubawab-media.com/promotion/4/392F/pictures/h/11_80285652.avif; https://www.mubawab-media.com/promotion/4/392F/pictures/h/12_80285653.avif; https://www.mubawab-media.com/promotion/4/392F/pictures/h/24_80285654.avif; https://www.mubawab-media.com/promotion/4/392F/pictures/h/25_80285655.avif; https://www.mubawab-media.com/promotion/4/392F/pictures/h/26_80285656.avif; https://www.mubawab-media.com/promotion/4/392F/pictures/h/27_80285657.avif,,,https://www.youtube.com/embed/Dts0dEx80F0?wmode=opaque&rel=0; https://www.youtube.com/watch?v=Dts0dEx80F0,False,,https://www.mubawab-media.com/promotion/4/392F/logo/s/WhatsApp%20Image%202025-05-15%20at%2008.57.11_80285658.avif,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:56:11.213131,search,True
3937,3937,Résidence LA NOBLESSE à Sahloul 4,https://www.mubawab.tn/fr/p/3937/details,,,,Sahloul,Résidence,Haut standing,En cours de construction,,215000.0,"À partir de 
							215 000 TND",À partir de,0,0,,0,0,0,Résidence LA NOBLESSE à Sahloul 4,Écoles Hôpitaux,,,Terrasse; Parking; Climatisation; Isolation; Ascenseur; Chauffage; Spa; Double vitrage,https://www.mubawab-media.com/promotion/3/937F/logo/s/logo%20noblesse%201_73721205.avif; https://www.mubawab-media.com/promotion/3/937F/pictures/h/WhatsApp%20Image%202025-02-11%20at%2010.15.32%20%281%29_79766056.avif,https://www.mubawab-media.com/promotion/3/937F/pictures/h/WhatsApp%20Image%202025-02-11%20at%2010.15.32%20%281%29_79766056.avif; https://www.mubawab-media.com/promotion/3/937F/pictures/h/1_10%20-%20Photo_60455810.avif; https://www.mubawab-media.com/promotion/3/937F/pictures/h/WhatsApp%20Image%202025-01-14%20at%2014.28.06_79765830.avif; https://www.mubawab-media.com/promotion/3/937F/pictures/h/WhatsApp%20Image%202025-01-14%20at%2014.28.10_79765832.avif; https://www.mubawab-media.com/promotion/3/937F/pictures/h/WhatsApp%20Image%202025-04-17%20at%2017.24.26%20%287%29_80704019.avif; https://www.mubawab-media.com/promotion/3/937F/pictures/h/WhatsApp%20Image%202025-04-17%20at%2017.24.27_80704020.avif; https://www.mubawab-media.com/promotion/3/937F/pictures/h/WhatsApp%20Image%202025-04-17%20at%2017.21.08_80704021.avif; https://www.mubawab-media.com/promotion/3/937F/pictures/h/WhatsApp%20Image%202025-04-17%20at%2017.21.09%20%285%29_80704022.avif; https://www.mubawab-media.com/promotion/3/937F/pictures/h/WhatsApp%20Image%202025-04-17%20at%2017.22.11%20%282%29_80704023.avif; https://www.mubawab-media.com/promotion/3/937F/pictures/h/WhatsApp%20Image%202025-04-17%20at%2017.22.57_80704024.avif; https://www.mubawab-media.com/promotion/3/937F/pictures/h/WhatsApp%20Image%202025-04-17%20at%2017.22.58%20%283%29_80704025.avif; https://www.mubawab-media.com/promotion/3/937F/pictures/h/WhatsApp%20Image%202025-04-17%20at%2017.22.58%20%284%29_80704026.avif; https://www.mubawab-media.com/promotion/3/937F/pictures/h/WhatsApp%20Image%202025-04-17%20at%2017.22.58%20%286%29_80704027.avif; https://www.mubawab-media.com/promotion/3/937F/pictures/h/WhatsApp%20Image%202025-04-17%20at%2017.24.26%20%283%29_80704028.avif; https://www.mubawab-media.com/promotion/3/937F/pictures/h/WhatsApp%20Image%202025-04-17%20at%2017.24.26%20%284%29_80704029.avif,,,https://www.youtube.com/embed/nB1J3p5Sqbs?wmode=opaque&rel=0; https://www.youtube.com/watch?v=nB1J3p5Sqbs,False,,https://www.mubawab-media.com/promotion/3/937F/logo/s/logo%20noblesse%201_73721205.avif,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:56:11.216131,search,True
2447,2447,A vendre des locaux à Montplaisir,https://www.mubawab.tn/fr/p/2447/details,Tunis,,Montpisir,Montplaisir à Tunis,Immobilier neuf,Haut standing,Finalisé,,351000.0,"À partir de 
							351 000 TND",À partir de,0,0,,0,0,0,A vendre des locaux à Montplaisir,Écoles Hôpitaux,,,Climatisation; Parking; Spa,https://www.mubawab-media.com/promotion/2/447F/logo/s/236937077_3849793101791960_4525761390857377405_n_76285519.avif,https://www.mubawab-media.com/promotion/2/447F/pictures/h/Immeuble%20Ennassim_5914214.avif; https://www.mubawab-media.com/promotion/2/447F/pictures/h/DSC_5820_5914215.avif; https://www.mubawab-media.com/promotion/2/447F/pictures/h/13330445_10154234338744399_1130287924_n_5914216.avif; https://www.mubawab-media.com/promotion/2/447F/pictures/h/13348841_10154234332854399_351160586_n_5914217.avif; https://www.mubawab-media.com/promotion/2/447F/pictures/h/13348811_10154234328449399_117953110_n_5914219.avif,,,,False,,https://www.mubawab-media.com/promotion/2/447F/logo/s/236937077_3849793101791960_4525761390857377405_n_76285519.avif,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:56:11.220137,search,True
3721,3721,Résidence NOUR,https://www.mubawab.tn/fr/p/3721/details,Carthage,,Jardins de Carthage,Les Jardins de Carthage à Le Kram,Résidence,Haut standing,En cours de construction,,0,Prix à consulter,À consulter,0,0,,0,0,0,"Haut standing, En cours de construction",Écoles Hôpitaux,Jardin,,Parking; Spa; Jardin,https://www.mubawab-media.com/promotion/3/721F/logo/s/300593232_400943235478195_6920965241509118170_n_33036376.avif,https://www.mubawab-media.com/promotion/3/721F/pictures/h/WhatsApp%20Image%202025-04-28%20at%2015.50.57_81862546.avif; https://www.mubawab-media.com/promotion/3/721F/pictures/h/WhatsApp%20Image%202026-01-29%20at%2018.4_81867383.avif; https://www.mubawab-media.com/promotion/3/721F/pictures/h/WhatsApp%20Image%202026-01-29%20at%2018.40.2_81867385.avif; https://www.mubawab-media.com/promotion/3/721F/pictures/h/WhatsApp%20Image%202026-01-29%20at%2018.40.23_81867387.avif; https://www.mubawab-media.com/promotion/3/721F/pictures/h/WhatsApp%20Image%202025-04-28%20at%2015.50.56_81862549.avif; https://www.mubawab-media.com/promotion/3/721F/pictures/h/WhatsApp%20Image%202025-04-28%20at%2015.50.56%20%281%29_81862550.avif; https://www.mubawab-media.com/promotion/3/721F/pictures/h/WhatsApp%20Image%202025-04-28%20at%2015.50.55%20%282%29_81862552.avif; https://www.mubawab-media.com/promotion/3/721F/pictures/h/WhatsApp%20Image%202025-04-28%20at%2015.50.55%20%281%29_81862553.avif; https://www.mubawab-media.com/promotion/3/721F/pictures/h/WhatsApp%20Image%202026-01-29%20at%2018.40._81867384.avif; https://www.mubawab-media.com/promotion/3/721F/pictures/h/WhatsApp%20Image%202026-01-29%20at%2018.40.22_81867386.avif; https://www.mubawab-media.com/promotion/3/721F/pictures/h/WhatsApp%20Image%202026-01-29%20at%2018.40.24_81867388.avif; https://www.mubawab-media.com/promotion/3/721F/pictures/h/WhatsApp%20Image%202026-01-29%20at%2018.40.25_81867389.avif,,,,False,,https://www.mubawab-media.com/promotion/3/721F/logo/s/300593232_400943235478195_6920965241509118170_n_33036376.avif,,{},{},{},"{""facilites_paiement"": ""Disponibles""}",{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:56:11.227904,search,True
