id,titre,url,region,ville,quartier,adresse,type_terrain,vocation,prix,prix_text,prix_m2,surface,surface_text,situation_juridique,viabilisation,description_courte,description_complete,equipements,equipements_detaille,images,caracteristiques,localisation,informations_supplementaires,contact_info,date_scraping,page_source,is_valid
8266722,Terrain Promoteur Caramel à vendre à la Soukra,https://www.mubawab.tn/fr/a/8266722/terrain-promoteur-caramel-%C3%A0-vendre-%C3%A0-la-soukra,,La Soukra,La Soukra,"La Soukra, La Soukra",Terrain,,1530000.0,1 530 000 TND,1530000.0,1700.0,"1700
						m²",,,"1 530 000 TND Terrain Promoteur Caramel à vendre à la Soukra La Soukra, La Soukra 1700 m² Contacter Appelez WhatsApp","Un Terrain de Promoteur d'une superficie de 1700 m², avec une façade 35 m, profondeur 48 m et vocation R2 à la Soukra .",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/266/722F/h/1e737bd0-0cc6-4c24-881b-ee0d517ebd99_GF_81574578.avif; https://www.mubawab-media.com/ad/8/266/722F/h/2fc17a66-1c13-4f31-acf4-93a43b3ec307_GF_81574579.avif; https://www.mubawab-media.com/ad/8/266/722F/h/3f9d3628-ff9c-4351-a573-daebc599adc1_GF_81574580.avif; https://www.mubawab-media.com/ad/8/266/722F/h/59fec9fd-a430-48bd-93d2-e850d6004a1f_GF_81574581.avif; https://www.mubawab-media.com/ad/8/266/722F/h/4923fa51-147a-4dd7-b0ed-ef7a1c75d271_GF_81574582.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Groupement d'habitation""}","{""latitude"": ""36.883333"", ""longitude"": ""10.25""}",{},{},2026-01-27T21:07:31.553285,search,True
8259695,Terrain Villa Mardin à vendre à la Soukra,https://www.mubawab.tn/fr/a/8259695/terrain-villa-mardin-%C3%A0-vendre-%C3%A0-la-soukra,,La Soukra,La Soukra,"La Soukra, La Soukra",Terrain,,700000.0,700 000 TND,700000.0,700.0,"700
						m²",,,"700 000 TND Terrain Villa Mardin à vendre à la Soukra La Soukra, La Soukra 700 m² Contacter Appelez WhatsApp","Un Terrain de Villa d'une superficie de 1000 m² avec vocation R2,façade 34m2 et profondeur 29m2 à la Soukra .",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/259/695F/h/13abc467-d7c6-4a4a-bd9d-4d39830c508a_GF_81484568.avif; https://www.mubawab-media.com/ad/8/259/695F/h/966c9270-b75d-4946-87dd-a01cd06c3885_GF_81484569.avif; https://www.mubawab-media.com/ad/8/259/695F/h/e6482d1a-af92-4fba-9b84-124b0a396587_GF_81484570.avif; https://www.mubawab-media.com/ad/8/259/695F/h/f3b33b5c-27e5-4ffe-bce0-9f8239c33115_GF_81484571.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa""}","{""latitude"": ""36.883333"", ""longitude"": ""10.25""}",{},{},2026-01-27T21:07:31.557272,search,True
8259646,Terrain Villa Layan à vendre à la Soukra,https://www.mubawab.tn/fr/a/8259646/terrain-villa-layan-%C3%A0-vendre-%C3%A0-la-soukra,,La Soukra,Chotrana 3,"Chotrana 3, La Soukra",Terrain,,908000.0,908 000 TND,908000.0,826.0,"826
						m²",,,"908 000 TND Terrain Villa Layan à vendre à la Soukra Chotrana 3, La Soukra 826 m² Contacter Appelez WhatsApp","Un Terrain de Villa d'une superficie de 826 m² avec vocation R2 à Chotrana 3, la Soukra .",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/259/646F/h/7d977974-40bd-4c66-8402-5a417bc6b1cf_GF_81484076.avif; https://www.mubawab-media.com/ad/8/259/646F/h/8370a776-b151-46c4-9c70-12de99aefdf8_GF_81484077.avif; https://www.mubawab-media.com/ad/8/259/646F/h/78617933-182b-4727-8021-29439e411ae8_GF_81484078.avif; https://www.mubawab-media.com/business/8/645F/s/home_20875676.avif; https://www.mubawab-media.com/ad/8/290/333F/m/terrain%20%C3%A0%20vendre_81825803.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa""}","{""latitude"": ""36.883333"", ""longitude"": ""10.25""}",{},{},2026-01-27T21:07:31.561273,search,True
8083885,Terrain Villa Ardinz à Vendre à La Soukra,https://www.mubawab.tn/fr/a/8083885/terrain-villa-ardinz-%C3%A0-vendre-%C3%A0-la-soukra,,La Soukra,La Soukra,"La Soukra, La Soukra",Terrain,,1150000.0,1 150 000 TND,1150000.0,1046.0,"1046
						m²",,,"1 150 000 TND Terrain Villa Ardinz à Vendre à La Soukra La Soukra, La Soukra 1046 m² Contacter Appelez WhatsApp","Un Terrain d'habitation d'une superficie de 1046 m² avec une vocation R2, 23 m de façade et 45 m de profondeur situé dans un quartier résidentiel à Rue du Parc, La Soukra. Pour tous renseignement contacter l'agent sur le 53650940.",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/083/885F/h/f3b51dbb-ba91-4fc0-b530-5f824a957b8e_GF_79690665.avif; https://www.mubawab-media.com/ad/8/083/885F/h/6b1f4722-0d53-4617-82a8-8276efc90e75_GF_79690666.avif; https://www.mubawab-media.com/ad/8/083/885F/h/1697b6a0-f843-4047-a965-0ab66c28b9d6_GF_79690667.avif; https://www.mubawab-media.com/ad/8/083/885F/h/e12072a5-62b4-4b43-91d6-263a4f66e6fb_GF_79690668.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Groupement d'habitation""}","{""latitude"": ""36.883333"", ""longitude"": ""10.25""}",{},{},2026-01-27T21:07:31.565273,search,True
8251851,Terrain Villa Casa à Vendre à La Soukra,https://www.mubawab.tn/fr/a/8251851/terrain-villa-casa-%C3%A0-vendre-%C3%A0-la-soukra,,La Soukra,La Soukra,"La Soukra, La Soukra",Terrain,,3700000.0,3 700 000 TND,3700000.0,10000.0,"10000
						m²",,,"3 700 000 TND Terrain Villa Casa à Vendre à La Soukra La Soukra, La Soukra 10000 m² Contacter Appelez WhatsApp","Un terrain d’habitation d’une superficie 10000m² avec une vocation R2, à Dar Fadhal, à La Soukra.",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/251/851F/h/httpcrmhsh.tnuploadsProperties_attachements188360527917253540617c35fb85-4390-4fbb-964e-a879375efb97_GF_81404087.avif; https://www.mubawab-media.com/business/8/645F/s/home_20875676.avif; https://www.mubawab-media.com/ad/7/903/297F/m/WhatsApp%20Image%202024-04-24%20at%2011.37.12_73914409.avif; https://www.mubawab-media.com/assets/common/banks/atijjaribank.png; https://www.mubawab-media.com/assets/common/app-store/google-play-small.png,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa""}","{""latitude"": ""36.883333"", ""longitude"": ""10.25""}",{},{},2026-01-27T21:07:31.568281,search,True
7799849,Terrain Promoteur Albert à Vendre à Chotrana 1,https://www.mubawab.tn/fr/a/7799849/terrain-promoteur-albert-%C3%A0-vendre-%C3%A0-chotrana-1,,La Soukra,Chotrana 1,"Chotrana 1, La Soukra",Terrain,,2900000.0,2 900 000 TND,2900000.0,2642.0,"2642
						m²",,,"2 900 000 TND Terrain Promoteur Albert à Vendre à Chotrana 1 Chotrana 1, La Soukra 2642 m² Contacter Appelez WhatsApp","Une villa à démolir d'une superficie de 2642 m² avec une vocation R2 situé dans un quartier résidentiel à Chotrana1, La Soukra. Pour tous renseignement contacter l'agent",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/7/799/849F/h/0bf1afac-4e71-49bc-b88e-26dbfa0f0914_GF_59031674.avif; https://www.mubawab-media.com/ad/7/799/849F/h/3be0c203-b28c-49d2-bb94-a994076c6ba9_GF_59031677.avif; https://www.mubawab-media.com/ad/7/799/849F/h/9f0e8056-ce09-48fe-9739-c10c11c822d3_GF_59031678.avif; https://www.mubawab-media.com/ad/7/799/849F/h/39deba9a-2dc9-4bc1-b31f-e073883e0e0b_GF_59031679.avif; https://www.mubawab-media.com/ad/7/799/849F/h/b979370a-d93f-46f3-b2cb-f6881fa64b19_GF_59031680.avif,"{""type de bien"": ""Terrain""}","{""latitude"": ""36.883333"", ""longitude"": ""10.25""}",{},{},2026-01-27T21:07:31.573069,search,True
8158382,Terrain villa azalée à vendre à chotrana 1,https://www.mubawab.tn/fr/a/8158382/terrain-villa-azal%C3%A9e-%C3%A0-vendre-%C3%A0-chotrana-1,,La Soukra,Chotrana 1,"Chotrana 1, La Soukra",Terrain,,784000.0,784 000 TND,784000.0,980.0,"980
						m²",,,"784 000 TND Terrain villa azalée à vendre à chotrana 1 Chotrana 1, La Soukra 980 m² Contacter Appelez WhatsApp","un lot de terrain d'une superficie de 980m² situé dans un quartier résidentiel a chotrana 1 ,le prix de m² de 800dt.",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/158/382F/h/WhatsApp%20Image%202025-06-10%20%C3%A0%2011.43.36_627fefd0_GF_80442274.avif; https://www.mubawab-media.com/business/8/645F/s/home_20875676.avif; https://www.mubawab-media.com/ad/8/290/333F/m/terrain%20%C3%A0%20vendre_81825803.avif; https://www.mubawab-media.com/ad/8/259/695F/m/13abc467-d7c6-4a4a-bd9d-4d39830c508a_GF_81484568.avif; https://www.mubawab-media.com/ad/8/214/793F/m/1fc776f5-029e-49b3-a1cc-3f721f2e6a06_GF_81013970.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa"", ""livraison"": ""Titré""}","{""latitude"": ""36.883333"", ""longitude"": ""10.25""}",{},{},2026-01-27T21:07:31.576068,search,True
8050571,Terrain Tersio À Vendre À Chotrana3,https://www.mubawab.tn/fr/a/8050571/terrain-tersio-%C3%A0-vendre-%C3%A0-chotrana3,,La Soukra,Chotrana 3,"Chotrana 3, La Soukra",Terrain,,1800000.0,1 800 000 TND,1800000.0,1500.0,"1500
						m²",,,"1 800 000 TND Terrain Tersio À Vendre À Chotrana3 Chotrana 3, La Soukra 1500 m² Contacter Appelez WhatsApp","Un terrain Promoteur avec tous les papiers en règle d’une superficie de 1500 m² avec vocation de R 2 situé à Chotrana3, La Soukra. Pour plus de renseignements, contacter l’agent sur le",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/050/571F/h/1e7ceb90-b604-450e-995a-341728075666_GF_79363446.avif; https://www.mubawab-media.com/ad/8/050/571F/h/2cc830e4-3f64-4a74-9586-2efee8f886be_GF_79363447.avif; https://www.mubawab-media.com/ad/8/050/571F/h/14182215-59c8-4892-a8cd-cfbd298808fc_GF_79363448.avif; https://www.mubawab-media.com/ad/8/050/571F/h/a2facee4-0196-4ae9-8e93-86d855608ab3_GF_79363449.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Groupement d'habitation, Lots de villa""}","{""latitude"": ""36.883333"", ""longitude"": ""10.25""}",{},{},2026-01-27T21:07:31.579068,search,True
8185337,Terrain Villa clouds à Vendre à La Soukra,https://www.mubawab.tn/fr/a/8185337/terrain-villa-clouds-%C3%A0-vendre-%C3%A0-la-soukra,,La Soukra,La Soukra,"La Soukra, La Soukra",Terrain,,990000.0,990 000 TND,990000.0,763.0,"763
						m²",,,"990 000 TND Terrain Villa clouds à Vendre à La Soukra La Soukra, La Soukra 763 m² Contacter Appelez WhatsApp","Un Terrain d'habitation d'une superficie de 763 m² avec une vocation R2, r situé dans un quartier résidentiel à Rue du Parc, La Soukra. contacter l'agent sur le 53650940.",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/185/337F/h/1737969817_e12072a5_62b4_4b43_91d6_263a4f66e6fb_GF_80715485.avif; https://www.mubawab-media.com/ad/8/185/337F/h/1737969817_6b1f4722_0d53_4617_82a8_8276efc90e75_GF_80715487.avif; https://www.mubawab-media.com/ad/8/185/337F/h/1737969817_1697b6a0_f843_4047_a965_0ab66c28b9d6_GF_80715488.avif; https://www.mubawab-media.com/ad/8/185/337F/h/1737969817_f3b51dbb_ba91_4fc0_b530_5f824a957b8e_GF_80715489.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa"", ""constructibilité"": ""R+2""}","{""latitude"": ""36.883333"", ""longitude"": ""10.25""}",{},{},2026-01-27T21:07:31.583587,search,True
8106529,Terrain Promoteur Avenir à Vendre à La Soukra,https://www.mubawab.tn/fr/a/8106529/terrain-promoteur-avenir-%C3%A0-vendre-%C3%A0-la-soukra,,La Soukra,La Soukra,"La Soukra, La Soukra",Terrain,,8550000.0,8 550 000 TND,8550000.0,7774.0,"7774
						m²",,,"8 550 000 TND Terrain Promoteur Avenir à Vendre à La Soukra La Soukra, La Soukra 7774 m² Contacter Appelez WhatsApp","Un terrain à vocation R2, d'une superficie de 7 774 m², avec une voie de 12 m, une profondeur de 61 m et une façade de 134 m, situé rue du Parc, à La Soukra. Pour plus de renseignements, contacter l’agent sur le 53650940.",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/106/529F/h/1_GF_79909960.avif; https://www.mubawab-media.com/ad/8/106/529F/h/2_GF_79909961.avif; https://www.mubawab-media.com/ad/8/106/529F/h/3_GF_79909962.avif; https://www.mubawab-media.com/ad/8/106/529F/h/4_GF_79909963.avif; https://www.mubawab-media.com/ad/8/106/529F/h/5_GF_79909964.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa""}","{""latitude"": ""36.883333"", ""longitude"": ""10.25""}",{},{},2026-01-27T21:07:31.588090,search,True
8205122,Terrain Awras à Vendre à La soukra,https://www.mubawab.tn/fr/a/8205122/terrain-awras-%C3%A0-vendre-%C3%A0-la-soukra,,La Soukra,La Soukra,"La Soukra, La Soukra",Terrain,,960000.0,960 000 TND,960000.0,600.0,"600
						m²",,,"960 000 TND Terrain Awras à Vendre à La soukra La Soukra, La Soukra 600 m² Contacter Appelez WhatsApp","Un terrain d'habitation d'une superficie de 600m² avec vocation R2 situé à Dar Fadhal, La Soukra",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/205/122F/h/0477f434-cda7-43bd-abe2-1216e7144f4d_GF_80912452.avif; https://www.mubawab-media.com/ad/8/205/122F/h/3113f16f-7343-4fbf-9914-685ae95837cb_GF_80912453.avif; https://www.mubawab-media.com/business/8/645F/s/home_20875676.avif; https://www.mubawab-media.com/ad/8/259/646F/m/7d977974-40bd-4c66-8402-5a417bc6b1cf_GF_81484076.avif; https://www.mubawab-media.com/ad/8/158/382F/m/WhatsApp%20Image%202025-06-10%20%C3%A0%2011.43.36_627fefd0_GF_80442274.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa""}","{""latitude"": ""36.883333"", ""longitude"": ""10.25""}",{},{},2026-01-27T21:07:31.592088,search,True
8214793,Terrain Villa laya à vendre à Chotrana 3,https://www.mubawab.tn/fr/a/8214793/terrain-villa-laya-%C3%A0-vendre-%C3%A0-chotrana-3,,La Soukra,Chotrana 3,"Chotrana 3, La Soukra",Terrain,,860000.0,860 000 TND,860000.0,860.0,"860
						m²",,,"860 000 TND Terrain Villa laya à vendre à Chotrana 3 Chotrana 3, La Soukra 860 m² Contacter Appelez WhatsApp","Terrain Villa d'une superficie de 860 m², à Chotrana 3, avec vocation R2 .",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/214/793F/h/1fc776f5-029e-49b3-a1cc-3f721f2e6a06_GF_81013970.avif; https://www.mubawab-media.com/business/8/645F/s/home_20875676.avif; https://www.mubawab-media.com/ad/8/290/333F/m/terrain%20%C3%A0%20vendre_81825803.avif; https://www.mubawab-media.com/ad/8/259/695F/m/13abc467-d7c6-4a4a-bd9d-4d39830c508a_GF_81484568.avif; https://www.mubawab-media.com/ad/8/259/646F/m/7d977974-40bd-4c66-8402-5a417bc6b1cf_GF_81484076.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa""}","{""latitude"": ""36.883333"", ""longitude"": ""10.25""}",{},{},2026-01-27T21:07:31.595089,search,True
8252150,Terrain promoteur Razan à vendre à la Soukra,https://www.mubawab.tn/fr/a/8252150/terrain-promoteur-razan-%C3%A0-vendre-%C3%A0-la-soukra,,La Soukra,Chotrana 3,"Chotrana 3, La Soukra",Terrain,,2930000.0,2 930 000 TND,2930000.0,4186.0,"4186
						m²",,,"2 930 000 TND Terrain promoteur Razan à vendre à la Soukra Chotrana 3, La Soukra 4186 m² Contacter Appelez WhatsApp","Un Terrain promoteur d’une superficie 4186 m² avec une vocation R2 et façade 86m , situé à Chotrana 3, la Soukra.",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/252/150F/h/e6f2d80c-b0b8-46fa-a16a-f1aef16625b2_GF_81407259.avif; https://www.mubawab-media.com/ad/8/252/150F/h/48a926dd-55f3-4885-b398-8632f42ed7c9_GF_81407255.avif; https://www.mubawab-media.com/ad/8/252/150F/h/8d5f9659-89f5-4490-88fa-d9a078bd4167_GF_81407254.avif; https://www.mubawab-media.com/ad/8/252/150F/h/1288b959-a44b-4dd8-b2da-d816cf472146_GF_81407256.avif; https://www.mubawab-media.com/ad/8/252/150F/h/267728ba-c78f-44dc-8224-8d2b6592112e_GF_81407257.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Groupement d'habitation""}","{""latitude"": ""36.883333"", ""longitude"": ""10.25""}",{},{},2026-01-27T21:07:31.599087,search,True
8270665,Terrain Promoteur Flora à vendre à la Soukra,https://www.mubawab.tn/fr/a/8270665/terrain-promoteur-flora-%C3%A0-vendre-%C3%A0-la-soukra,,La Soukra,La Soukra,"La Soukra, La Soukra",Terrain,,663000.0,663 000 TND,663000.0,1020.0,"1020
						m²",,,"663 000 TND Terrain Promoteur Flora à vendre à la Soukra La Soukra, La Soukra 1020 m² Contacter Appelez WhatsApp",Un Terrain de Promoteur d'une superficie de 1020 m² et vocation R2 à la Soukra .,,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/270/665F/h/7db2b76c-9cb7-41cc-993a-c6d47af29bff_GF_81615883.avif; https://www.mubawab-media.com/ad/8/270/665F/h/52e9d738-1435-4c09-9c32-4a6e7b272027_GF_81615884.avif; https://www.mubawab-media.com/ad/8/270/665F/h/152aae26-e762-4783-9f89-51fd671cb283_GF_81615885.avif; https://www.mubawab-media.com/ad/8/270/665F/h/1453aa09-1324-4ef8-a590-ab632aef7ae6_GF_81615886.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Groupement d'habitation""}","{""latitude"": ""36.883333"", ""longitude"": ""10.25""}",{},{},2026-01-27T21:07:31.603088,search,True
8257568,A vendre un terrain de 508 loti et viabilisé,https://www.mubawab.tn/fr/a/8257568/a-vendre-un-terrain-de-508-loti-et-viabilis%C3%A9,,La Soukra,Chotrana 3,"Chotrana 3, La Soukra",Terrain,,730000.0,730 000 TND,730000.0,508.0,"508
						m²",,Viabilisé,"730 000 TND A vendre un terrain de 508 loti et viabilisé Chotrana 3, La Soukra 508 m² Contacter Appelez WhatsApp","L'Agence Immobilière Méditerranée propose à la vente un lot de terrain de 508 m2 avec une façade de 20m2, situé dans un lotissement approuvé à chotrana.Ce lot de terrain est viabilisé et posséde d' un titre foncier individuel.",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/257/568F/h/vente-terrain_81462623.avif; https://www.mubawab-media.com/business/8/894F/s/Logo%20agence_79614324.avif; https://www.mubawab-media.com/ad/8/290/333F/m/terrain%20%C3%A0%20vendre_81825803.avif; https://www.mubawab-media.com/ad/8/259/695F/m/13abc467-d7c6-4a4a-bd9d-4d39830c508a_GF_81484568.avif; https://www.mubawab-media.com/ad/8/158/382F/m/WhatsApp%20Image%202025-06-10%20%C3%A0%2011.43.36_627fefd0_GF_80442274.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa"", ""constructibilité"": ""R+1"", ""livraison"": ""Titré"", ""statut du terrain"": ""Loti""}","{""latitude"": ""36.883333"", ""longitude"": ""10.25""}","{""type_precis"": ""Lotissement"", ""situation_juridique"": ""Titre foncier"", ""viabilisation"": ""Oui""}",{},2026-01-27T21:09:05.876303,search,True
8214387,Terrain à vendre à la soukra,https://www.mubawab.tn/fr/a/8214387/terrain-%C3%A0-vendre-%C3%A0-la-soukra,,La Soukra,La Soukra,"La Soukra, La Soukra",Terrain,,0,Prix à consulter,0,595.0,"595
						m²",,,"Prix à consulter Terrain à vendre à la soukra La Soukra, La Soukra 595 m² Contacter Appelez WhatsApp",L’agence immobilière GLMK voous propose à la vente:Un Lot de Terrain dans un quartier chic résidentiel avec voisinage villas luxueusesEmplacement: La SoukraSurface : 595 m²Idéal pour contruire une villa R2veuillez contacter l’agence :50 133 262,,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/214/387F/h/thumb_1160419_property_large_81009692.avif; https://www.mubawab-media.com/ad/8/214/387F/h/thumb_1160420_property_large_81009693.avif; https://www.mubawab-media.com/ad/8/214/387F/h/thumb_1160421_property_large_81009694.avif; https://www.mubawab-media.com/ad/8/214/387F/h/thumb_1160422_property_large_81009695.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa""}","{""latitude"": ""36.883333"", ""longitude"": ""10.25""}",{},{},2026-01-27T21:09:05.879295,search,True
8291780,Terrain de 500 m,https://www.mubawab.tn/fr/a/8291780/terrain-de-500-m,,La Soukra,Cité de l'aéroport,"Cité de l'aéroport, La Soukra",Terrain,,600000.0,600 000 TND,600000.0,500.0,"500
						m²",,,"600 000 TND Terrain de 500 m Cité de l'aéroport, La Soukra 500 m² Contacter Appelez WhatsApp","Terrain à la forme presque carrée, parfaitement proportionné, idéal pour la construction d’une villa moderne.Situé dans un quartier calme et recherché de La Soukra, ce terrain bénéficie d’un excellent emplacement, proche des commodités, écoles et axes principaux.Une opportunité pour bâtir la maison de vos rêves dans un cadre résidentiel de qualité.",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/291/780F/h/579663627_2010947716335368_5909690461024442496_n_81841048.avif; https://www.mubawab-media.com/ad/8/287/907F/m/terrain%20%C3%A0%20vendre_81800252.avif; https://www.mubawab-media.com/ad/8/283/865F/m/delimitation-de-terrain-arbore_81758348.avif; https://www.mubawab-media.com/ad/8/275/713F/m/WhatsApp%20Image%202025-12-20%20at%2018.35.06_81668346.avif; https://www.mubawab-media.com/ad/7/806/788F/m/V22-020-01_59944665.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa"", ""livraison"": ""Titré"", ""statut du terrain"": ""Loti""}","{""latitude"": ""36.883333"", ""longitude"": ""10.25""}",{},{},2026-01-27T21:09:05.883595,search,True
